Vulnerability ID,Vulnerability Type,Severity,First Detection Time (YYYY/MM/dd HH:mm),Status,State,URL,Method,Source Filename,Source Line,Source Input,Destination Filename,Destination Line,Destination Output,Assigned User,CWE
6245,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00767,POST,org/owasp/benchmark/testcode/BenchmarkTest00767.java,43,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT TOP 1 userid from USERS where USERNAME='foo' and PASSWORD='bar',,89
6241,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00764?BenchmarkTest00764=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00764.java,43,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT TOP 1 userid from USERS where USERNAME='foo' and PASSWORD='bar',,89
6235,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00760,POST,org/owasp/benchmark/testcode/BenchmarkTest00760.java,43,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest00760.java,62,"{call verifyUserPassword('foo','bar')}",,89
6237,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00761,POST,org/owasp/benchmark/testcode/BenchmarkTest00761.java,43,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest00761.java,76,"{call verifyUserPassword('foo','bar')}",,89
6238,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00762,POST,org/owasp/benchmark/testcode/BenchmarkTest00762.java,43,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest00762.java,63,"{call verifyUserPassword('foo','bar')}",,89
6233,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00759?BenchmarkTest00759=my_userid&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00759.java,43,my_userid,org/owasp/benchmark/testcode/BenchmarkTest00759.java,57,my_useri,,501
6232,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00757,POST,org/owasp/benchmark/testcode/BenchmarkTest00757.java,43,color,org/owasp/benchmark/testcode/BenchmarkTest00757.java,73,color,,501
6231,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00756,POST,org/owasp/benchmark/testcode/BenchmarkTest00756.java,43,my_user_id,org/owasp/benchmark/testcode/BenchmarkTest00756.java,54,my_user_id,,501
6230,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00754?BenchmarkTest00754=my_user_id&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00754.java,43,my_user_id,org/owasp/benchmark/testcode/BenchmarkTest00754.java,59,my_user_id,,501
6204,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00698,POST,org/owasp/benchmark/testcode/BenchmarkTest00698.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00698.java,54,FileName,,22
6205,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00700,POST,org/owasp/benchmark/testcode/BenchmarkTest00700.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00700.java,63,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6201,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00696,POST,org/owasp/benchmark/testcode/BenchmarkTest00696.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00696.java,72,FileName,,22
6202,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00697,POST,org/owasp/benchmark/testcode/BenchmarkTest00697.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00697.java,57,FileName,,22
6190,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00681,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/owasp/benchmark/testcode/BenchmarkTest00681.java,55,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6188,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00679?BenchmarkTest00679=bar&password=&username=,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT TOP 1 userid from USERS where USERNAME='foo' and PASSWORD='bar',,89
6183,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00677,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6186,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00678,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT TOP 1 userid from USERS where USERNAME='foo' and PASSWORD='bar',,89
6181,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00673,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/owasp/benchmark/testcode/BenchmarkTest00673.java,61,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
6179,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00670,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,color,org/owasp/benchmark/testcode/BenchmarkTest00670.java,56,coloZ,,501
6180,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00671,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,color,org/owasp/benchmark/testcode/BenchmarkTest00671.java,58,color,,501
6178,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00668,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,color,org/owasp/benchmark/testcode/BenchmarkTest00668.java,52,color,,501
6159,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00629?BenchmarkTest00629=FileName&password=&username=,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest00629.java,61,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6160,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00629?BenchmarkTest00629=FileName&password=&username=,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest00629.java,62,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6158,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00627,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest00627.java,61,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6156,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00624?BenchmarkTest00624=FileName&password=&username=,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest00624.java,58,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6155,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00623,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest00623.java,55,FileName,,22
6154,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00619?BenchmarkTest00619=FileName&password=&username=,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest00619.java,61,FileName,,22
6142,CSRF,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00606,POST,org/owasp/benchmark/testcode/BenchmarkTest00606.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00606.java,74,"INSERT INTO users (username, password) VALUES ('foo','bar')",,352
6143,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00606,POST,org/owasp/benchmark/testcode/BenchmarkTest00606.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00606.java,74,"INSERT INTO users (username, password) VALUES ('foo','bar')",,89
6137,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00600,POST,org/owasp/benchmark/testcode/BenchmarkTest00600.java,45,bar,org/springframework/jdbc/core/JdbcTemplate.java,569,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6138,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00603,POST,org/owasp/benchmark/testcode/BenchmarkTest00603.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00603.java,69,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6140,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00604,POST,org/owasp/benchmark/testcode/BenchmarkTest00604.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00604.java,72,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6129,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00595,POST,org/owasp/benchmark/testcode/BenchmarkTest00595.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00595.java,74,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
6135,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00598,POST,org/owasp/benchmark/testcode/BenchmarkTest00598.java,45,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT TOP 1 userid from USERS where USERNAME='foo' and PASSWORD='bar',,89
6124,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00593,POST,org/owasp/benchmark/testcode/BenchmarkTest00593.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00593.java,87,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
6126,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00594,POST,org/owasp/benchmark/testcode/BenchmarkTest00594.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00594.java,73,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
6131,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00596,POST,org/owasp/benchmark/testcode/BenchmarkTest00596.java,45,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6132,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00597,POST,org/owasp/benchmark/testcode/BenchmarkTest00597.java,45,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6118,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00587,POST,org/owasp/benchmark/testcode/BenchmarkTest00587.java,45,color,org/owasp/benchmark/testcode/BenchmarkTest00587.java,70,color,,501
6121,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00590,POST,org/owasp/benchmark/testcode/BenchmarkTest00590.java,45,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest00590.java,74,"{call verifyUserPassword('foo','bar')}",,89
6123,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00591,POST,org/owasp/benchmark/testcode/BenchmarkTest00591.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest00591.java,69,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
6119,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00588,POST,org/owasp/benchmark/testcode/BenchmarkTest00588.java,45,color,org/owasp/benchmark/testcode/BenchmarkTest00588.java,68,colo,,501
6073,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00515,POST,org/owasp/benchmark/testcode/BenchmarkTest00515.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00515.java,69,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6076,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00516,POST,org/owasp/benchmark/testcode/BenchmarkTest00516.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00516.java,78,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6077,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00518,POST,org/owasp/benchmark/testcode/BenchmarkTest00518.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00518.java,60,"INSERT INTO users (username, password) VALUES ('foo','bar')",,89
6082,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00525,POST,org/owasp/benchmark/testcode/BenchmarkTest00525.java,45,FileName,org/owasp/benchmark/testcode/BenchmarkTest00525.java,74,FileName,,22
6083,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00526,POST,org/owasp/benchmark/testcode/BenchmarkTest00526.java,45,FileName,org/owasp/benchmark/testcode/BenchmarkTest00526.java,64,FileName,,22
6084,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00527,POST,org/owasp/benchmark/testcode/BenchmarkTest00527.java,45,FileName,org/owasp/benchmark/testcode/BenchmarkTest00527.java,65,FileName,,22
6085,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00528,POST,org/owasp/benchmark/testcode/BenchmarkTest00528.java,45,FileName,org/owasp/benchmark/testcode/BenchmarkTest00528.java,79,/C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6086,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00529,POST,org/owasp/benchmark/testcode/BenchmarkTest00529.java,45,FileName,org/owasp/benchmark/testcode/BenchmarkTest00529.java,69,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6071,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-01/BenchmarkTest00512?BenchmarkTest00512=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00512.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00512.java,59,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6070,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00510,POST,org/owasp/benchmark/testcode/BenchmarkTest00510.java,43,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest00510.java,78,"{call verifyUserPassword('foo','bar')}",,89
6068,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00508,POST,org/owasp/benchmark/testcode/BenchmarkTest00508.java,43,my_userid,org/owasp/benchmark/testcode/BenchmarkTest00508.java,57,my_userid_SafeStuff,,501
6039,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00459,POST,org/owasp/benchmark/testcode/BenchmarkTest00459.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00459.java,65,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6035,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00455,POST,org/owasp/benchmark/testcode/BenchmarkTest00455.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00455.java,64,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6037,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00457?BenchmarkTest00457=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00457.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00457.java,71,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6031,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00452?BenchmarkTest00452=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00452.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00452.java,59,FileName,,22
6033,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00453,POST,org/owasp/benchmark/testcode/BenchmarkTest00453.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00453.java,69,/C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6036,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00456,POST,org/owasp/benchmark/testcode/BenchmarkTest00456.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00456.java,65,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
6018,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00438,POST,org/owasp/benchmark/testcode/BenchmarkTest00438.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00438.java,60,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6020,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00439,POST,org/owasp/benchmark/testcode/BenchmarkTest00439.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00439.java,54,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6021,CSRF,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00441,POST,org/owasp/benchmark/testcode/BenchmarkTest00441.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00441.java,55,"INSERT INTO users (username, password) VALUES ('foo','bar')",,352
6022,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00441,POST,org/owasp/benchmark/testcode/BenchmarkTest00441.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00441.java,55,"INSERT INTO users (username, password) VALUES ('foo','bar')",,89
6014,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00434,POST,org/owasp/benchmark/testcode/BenchmarkTest00434.java,43,bar,org/springframework/jdbc/core/JdbcTemplate.java,569,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6007,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00429,POST,org/owasp/benchmark/testcode/BenchmarkTest00429.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00429.java,60,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
6010,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00431,POST,org/owasp/benchmark/testcode/BenchmarkTest00431.java,43,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6005,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00428,POST,org/owasp/benchmark/testcode/BenchmarkTest00428.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00428.java,64,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
6011,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00433,POST,org/owasp/benchmark/testcode/BenchmarkTest00433.java,43,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6015,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00435,POST,org/owasp/benchmark/testcode/BenchmarkTest00435.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest00435.java,59,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
6001,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00425,POST,org/owasp/benchmark/testcode/BenchmarkTest00425.java,43,my_user_id,org/owasp/benchmark/testcode/BenchmarkTest00425.java,52,my_user_id_SafeStuff,,501
6002,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00426,POST,org/owasp/benchmark/testcode/BenchmarkTest00426.java,43,color,org/owasp/benchmark/testcode/BenchmarkTest00426.java,57,color,,501
6003,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00427?BenchmarkTest00427=my_userid&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00427.java,43,my_userid,org/owasp/benchmark/testcode/BenchmarkTest00427.java,64,my_userid,,501
5999,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00424,POST,org/owasp/benchmark/testcode/BenchmarkTest00424.java,43,my_user_id,org/owasp/benchmark/testcode/BenchmarkTest00424.java,55,my_user_id,,501
5968,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00359,POST,org/owasp/benchmark/testcode/BenchmarkTest00359.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00359.java,56,FileName,,22
5969,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00360,POST,org/owasp/benchmark/testcode/BenchmarkTest00360.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00360.java,59,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
5957,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00342,POST,org/owasp/benchmark/testcode/BenchmarkTest00342.java,44,bar,org/owasp/benchmark/testcode/BenchmarkTest00342.java,71,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
5956,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00341,POST,org/owasp/benchmark/testcode/BenchmarkTest00341.java,44,bar,org/springframework/jdbc/core/JdbcTemplate.java,569,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
5951,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00337,POST,org/owasp/benchmark/testcode/BenchmarkTest00337.java,44,bar,org/springframework/jdbc/core/JdbcTemplate.java,1557,SELECT TOP 1 USERNAME from USERS where USERNAME='foo' and PASSWORD='bar',,89
5953,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00339,POST,org/owasp/benchmark/testcode/BenchmarkTest00339.java,44,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
5970,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00362?BenchmarkTest00362=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest00362.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00362.java,56,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
5971,Path_Traversal,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/pathtraver-00/BenchmarkTest00363,POST,org/owasp/benchmark/testcode/BenchmarkTest00363.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest00363.java,63,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
5950,Blind_SQL_Injection,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/sqli-00/BenchmarkTest00335,POST,org/owasp/benchmark/testcode/BenchmarkTest00335.java,44,bar,org/owasp/benchmark/testcode/BenchmarkTest00335.java,67,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
5946,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:34,RECURRENT,TO_VERIFY,/trustbound-00/BenchmarkTest00327,POST,org/owasp/benchmark/testcode/BenchmarkTest00327.java,44,my_userid,org/owasp/benchmark/testcode/BenchmarkTest00327.java,59,my_userid,,501
